"","gender","education level","province","marital status","experience of finance","The level of risk reverse","finance problem 1","finance problem 2","The condition of the answer of financial problems","real estate","fund","stock","bond","internet planning","financial planning","derivative","gold","no RMB asset","pension insurance","medical issurance","business issurance","educational investment"
"741","male","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"742","male","undergraduate","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"743","male","undergraduate","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"744","femal","junior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"745","femal","college","上海市","married","Yes","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"746","femal","junior high","上海市","married","No","Risk Reverse","No","Yes","one","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"747","femal","undergraduate","上海市","unmarried","No","Risk Neutral","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"748","femal","senior high","上海市","divorce","No","Risk Preference","Yes","Yes","two","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"749","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"750","femal","college","上海市","married","No","Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No"
"751","femal","college","上海市","married","No","Risk Neutral","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"752","male","undergraduate","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"753","male","senior high","上海市","married","No","Risk Neutral","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
"754","femal","special school","上海市","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"755","femal","junior high","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"756","male","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"757","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"758","male","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"759","male","junior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"760","femal","senior high","上海市","married","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"761","male","senior high","上海市","unmarried","No","Risk Neutral","Yes","Yes","two","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"762","femal","senior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"763","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"764","femal","senior high","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"765","femal","junior high","上海市","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"766","femal","senior high","上海市","widowed","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"767","femal","junior high","上海市","widowed","No","Risk Reverse","Yes","No","one","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"768","femal","junior high","上海市","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"769","femal","college","上海市","married","Yes","Little Risk Preference","No","Yes","one","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"770","femal","junior high","上海市","widowed","No","Risk Reverse","Yes","Yes","two","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"771","femal","college","上海市","married","Yes","Risk Reverse","No","No","none","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"772","male","undergraduate","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"773","femal","junior high","上海市","married","No","Risk Neutral","No","No","none","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"774","femal","college","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"775","femal","senior high","上海市","married","No","Risk Neutral","Yes","Yes","two","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"776","femal","senior high","上海市","married","No","Risk Neutral","Yes","Yes","two","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"777","femal","senior high","上海市","married","Yes","Little Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"778","femal","junior high","上海市","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"779","femal","senior high","上海市","married","No","Risk Reverse","No","Yes","one","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"780","femal","undergraduate","上海市","unmarried","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"781","femal","junior high","上海市","married","No","Little Risk Reverse","No","No","none","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"782","male","special school","上海市","married","No","Risk Neutral","Yes","Yes","two","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"783","femal","junior high","上海市","divorce","No","Risk Reverse","No","No","none","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"784","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"785","male","undergraduate","上海市","divorce","No","Little Risk Reverse","Yes","Yes","two","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"786","male","senior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"787","femal","college","上海市","married","Yes","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"788","femal","senior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"789","male","undergraduate","上海市","married","Yes","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"790","femal","primary","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"791","femal","senior high","上海市","married","No","Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"792","femal","junior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"793","male","special school","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"794","male","senior high","上海市","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"795","male","special school","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"796","femal","master","上海市","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"797","male","junior high","上海市","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"798","femal","undergraduate","上海市","married","Yes","Risk Neutral","No","Yes","one","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"799","femal","senior high","上海市","married","No","Little Risk Reverse","No","No","none","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"800","male","junior high","上海市","widowed","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"801","male","senior high","上海市","unmarried","No","Risk Reverse","No","Yes","one","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No"
"802","femal","senior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"803","femal","junior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"804","femal","senior high","上海市","married","No","Risk Neutral","Yes","Yes","two","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"805","femal","undergraduate","上海市","married","No","Risk Reverse","Yes","Yes","two","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"806","femal","special school","上海市","married","No","Risk Neutral","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"807","male","special school","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"808","male","junior high","上海市","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"809","femal","junior high","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"810","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No"
"811","male","senior high","上海市","divorce","No","Little Risk Reverse","No","No","none","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
"812","femal","undergraduate","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"813","male","special school","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"814","femal","senior high","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"815","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"816","femal","college","上海市","married","No","Risk Neutral","No","Yes","one","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No"
"817","femal","junior high","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"818","male","college","上海市","married","Yes","Risk Neutral","Yes","Yes","two","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"819","femal","primary","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"820","femal","undergraduate","上海市","widowed","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"821","femal","primary","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"822","male","undergraduate","上海市","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"823","femal","college","上海市","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"824","male","junior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"825","male","senior high","上海市","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"826","male","college","上海市","married","No","Little Risk Preference","No","Yes","one","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"827","femal","junior high","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"828","femal","senior high","上海市","married","No","Risk Preference","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"829","femal","senior high","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
